Age,Gender,Nationality,Ethnicity,Education,Income,State,BFAS_1,BFAS_2,BFAS_3,BFAS_4,BFAS_5,BFAS_6,BFAS_7,BFAS_8,BFAS_9,BFAS_10,BFAS_11,BFAS_12,BFAS_13,BFAS_14,BFAS_15,BFAS_16,BFAS_17,BFAS_18,BFAS_19,BFAS_20,BFAS_21,BFAS_22,BFAS_23,BFAS_24,BFAS_25,BFAS_26,BFAS_27,BFAS_28,BFAS_29,BFAS_30,BFAS_31,BFAS_32,BFAS_33,BFAS_34,BFAS_35,BFAS_36,BFAS_37,BFAS_38,BFAS_39,BFAS_40,BFAS_41,BFAS_42,BFAS_43,BFAS_44,BFAS_45,BFAS_46,BFAS_47,BFAS_48,BFAS_49,BFAS_50,BFAS_51,BFAS_52,BFAS_53,BFAS_54,BFAS_55,BFAS_56,BFAS_57,BFAS_58,BFAS_59,BFAS_60,BFAS_61,BFAS_62,BFAS_63,BFAS_64,BFAS_65,BFAS_66,BFAS_67,BFAS_68,BFAS_69,BFAS_70,BFAS_71,BFAS_72,BFAS_73,BFAS_74,BFAS_75,BFAS_76,BFAS_77,BFAS_78,BFAS_79,BFAS_80,BFAS_81,BFAS_82,BFAS_83,BFAS_84,BFAS_85,BFAS_86,BFAS_87,BFAS_88,BFAS_89,BFAS_90,BFAS_91,BFAS_92,BFAS_93,BFAS_94,BFAS_95,BFAS_96,BFAS_97,BFAS_98,BFAS_99,BFAS_100,FPPosture1,FPPosture2,FPPosture3,FPPosture4,FPPosture5,FPPosture6,FPPosture7,FPPosture8,FPPosture9,FPPosture10,FPPosture11,FPPosture12,FPPosture13,FPPosture14,FPPosture15,FPPosture16,FPPosture17,FPPosture18,FPPosture19,FPPosture20,SECS_1,SECS_2,SECS_3,SECS_4,SECS_5,SECS_6,SECS_7,SECS_8,SECS_9,SECS_10,SECS_11,SECS_12
53,1,US,White,4,5,OH,2,4,5,4,5,2,4,4,4,4,2,5,4,4,4,2,4,4,4,4,2,5,4,5,4,2,4,4,4,4,1,5,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,5,4,5,5,2,4,4,4,5,2,4,5,4,4,4,4,2,4,4,2,5,4,5,4,2,5,4,4,4,2,5,4,5,4,2,4,4,4,4,2,4,4,5,4,2,4,4,4,5,5,5,5,4,5,5,4,5,3,5,5,3,3,3,4,5,4,4,4,4,59,51,51,51,32,51,100,51,76,59,86,91
30,0,US,Other,6,5,TX,4,4,3,5,4,2,5,3,4,5,3,5,4,3,3,3,2,3,4,4,1,3,2,3,5,2,3,3,3,4,1,2,3,2,4,3,3,4,4,4,1,4,4,3,3,2,3,2,4,4,3,3,3,3,2,2,4,4,4,3,1,4,5,3,5,2,5,2,3,4,3,4,4,4,5,2,4,4,4,5,4,4,4,4,3,2,3,4,4,3,3,4,4,3,4,3,2,4,1,4,5,5,4,4,4,3,5,6,5,4,6,5,4,4,5,6,4,6,3,5,61,32,61,56,37,44,53,55,49,58,61,49
28,1,US,White,6,5,united states in america,2,2,4,4,5,4,4,2,2,5,4,3,2,2,2,1,1,3,3,4,2,4,1,1,5,5,4,4,2,5,3,2,3,1,4,3,2,4,4,4,4,3,5,3,4,4,3,2,1,1,3,2,2,2,3,2,3,5,4,2,5,1,3,2,3,3,2,2,3,3,2,5,4,4,4,1,2,3,1,1,4,3,3,4,3,4,2,4,3,2,3,3,2,4,4,3,2,3,2,4,5,4,4,4,6,5,5,6,6,3,5,5,5,3,5,5,5,4,2,5,84,75,78,79,24,84,77,70,77,63,74,30
33,1,US,White,4,1,NY,2,4,4,4,5,1,4,5,4,5,2,5,5,4,2,2,4,4,5,5,2,4,4,4,4,2,1,4,4,4,2,4,4,4,5,1,4,4,4,5,2,4,5,4,4,3,4,4,4,5,2,4,5,4,5,2,4,2,5,4,1,4,4,4,5,2,4,3,4,5,2,4,5,4,4,2,5,4,5,3,2,2,4,4,4,2,2,4,4,4,2,5,4,4,5,4,4,4,4,4,6,4,5,5,7,5,5,3,3,2,5,4,6,5,5,3,3,5,3,6,76,68,57,58,59,36,37,35,64,88,76,9
25,1,US,White,6,2,united states,2,2,3,3,3,4,3,3,3,3,3,3,4,4,2,3,2,3,2,3,2,2,3,2,3,4,4,3,2,3,4,3,3,3,4,4,3,3,3,3,3,4,2,4,3,3,3,3,2,2,3,3,2,3,3,2,3,3,4,4,4,2,3,2,2,3,3,3,4,3,3,4,4,3,3,3,2,2,3,4,4,3,3,2,2,4,3,2,3,3,4,3,2,3,2,4,3,2,3,3,3,5,4,2,5,4,5,3,4,3,4,3,5,4,4,4,4,4,3,5,49,42,61,46,49,59,72,61,51,66,58,51
39,0,US,White,5,6,ME,1,5,5,4,5,2,2,1,5,5,1,5,5,4,5,3,5,3,4,5,2,5,4,4,5,2,4,2,5,4,1,5,2,5,5,1,4,3,4,5,1,5,4,5,4,1,4,3,4,4,1,5,5,4,5,1,4,2,5,5,1,5,4,5,4,1,5,2,4,5,4,4,2,5,5,1,4,2,4,4,2,5,2,5,5,2,3,2,3,4,1,5,4,5,5,1,3,3,5,5,7,7,7,6,7,1,1,5,2,1,1,7,3,7,7,4,7,5,6,6,3,40,21,0,18,79,0,33,71,39,70,8
52,1,US,White,4,5,GA,4,5,4,4,4,1,4,4,1,4,5,4,4,4,4,2,5,5,1,5,4,5,4,2,4,2,5,4,1,4,4,5,5,4,2,2,5,4,2,4,4,5,5,4,2,2,5,4,2,5,5,5,5,4,2,1,5,4,1,4,2,5,2,4,4,2,5,4,2,2,4,5,4,5,4,2,5,5,2,4,2,5,4,4,4,2,5,4,4,4,4,5,4,4,4,2,5,5,1,2,5,6,6,6,6,3,3,3,2,3,5,2,2,2,5,3,5,3,6,6,22,18,86,17,12,1,57,57,57,70,86,78
28,0,US,Hispanic,6,4,WV,2,4,4,5,5,4,3,4,4,5,3,5,5,4,3,4,2,2,5,4,5,3,4,1,4,2,4,5,1,3,2,3,3,3,4,1,3,4,5,4,3,2,4,4,4,5,4,2,1,5,2,1,4,4,1,1,2,4,5,3,2,5,2,4,4,3,4,4,4,3,5,3,4,5,4,4,4,5,3,1,4,4,4,5,1,4,2,3,3,1,4,5,3,5,4,4,2,3,4,1,5,6,5,4,3,5,6,5,3,3,6,5,4,4,3,3,5,5,5,6,70,25,75,60,29,31,39,40,73,100,61,65
49,1,US,White,6,6,CO,2,5,5,3,4,1,3,5,3,5,1,5,5,2,5,2,5,5,2,5,2,5,5,5,5,1,4,5,2,4,1,5,5,2,5,2,5,2,1,5,2,5,5,3,5,1,4,5,5,5,2,5,5,4,5,2,4,4,4,5,1,5,3,4,2,1,5,5,1,4,2,5,1,5,2,2,5,5,5,4,1,5,5,3,4,1,5,4,2,2,1,5,5,4,4,1,5,5,1,4,7,7,7,7,7,7,1,6,7,5,1,1,1,1,1,1,7,5,7,7,0,14,90,0,11,6,50,5,95,27,100,50
58,0,US,Other,4,4,CA,4,2,4,4,4,2,2,2,4,5,2,4,3,2,4,2,2,4,4,3,2,4,3,3,5,3,4,4,4,4,4,2,4,1,4,2,4,3,3,1,2,4,4,4,4,4,5,4,2,3,3,4,3,4,4,2,4,4,4,4,2,2,4,4,5,2,4,4,4,3,2,2,5,4,5,3,5,4,1,4,3,4,2,4,4,2,3,4,4,4,3,4,3,4,4,4,2,4,3,4,2,4,6,2,6,6,5,6,6,6,6,2,6,5,4,6,1,1,2,3,49,88,100,40,75,100,100,100,100,100,100,100
27,0,US,White,4,4,PA,4,2,4,1,4,5,4,4,4,4,4,4,2,2,5,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,2,2,2,4,2,4,2,4,4,4,2,2,2,4,4,4,2,5,4,4,2,5,4,4,5,4,2,5,2,4,2,5,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,5,2,2,5,4,2,4,2,5,4,4,2,2,5,4,1,4,4,2,1,5,5,3,5,3,5,7,6,2,7,7,7,6,5,7,1,1,1,5,86,81,97,85,40,100,78,93,100,93,100,100
26,0,US,White,6,6,NY,3,3,3,4,3,3,3,3,3,2,3,4,3,3,4,3,2,3,2,2,4,3,3,3,3,4,4,3,4,4,3,3,2,4,2,2,3,4,2,3,3,3,4,3,2,3,3,3,3,3,2,3,2,2,3,4,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,4,2,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,5,3,3,4,4,4,3,4,4,4,4,4,5,4,5,4,5,4,82,45,68,57,27,47,90,77,73,67,73,56
28,0,US,Black,6,4,LA,5,4,4,1,5,5,2,5,3,3,4,2,5,2,5,5,5,5,3,2,5,3,5,2,5,4,2,5,4,2,4,4,2,2,4,4,3,3,3,2,5,2,5,1,5,4,2,5,5,2,4,3,5,2,5,3,1,5,2,2,5,3,5,2,5,4,2,5,3,4,4,3,5,1,5,4,2,5,4,4,2,2,5,1,5,4,2,1,4,1,2,2,5,2,4,4,1,5,5,1,7,6,6,5,7,2,3,5,2,3,5,3,2,5,5,5,4,2,3,6,0,100,61,0,70,20,0,0,100,69,40,28
23,0,US,White,8,3,TX,2,3,4,2,4,3,3,2,4,2,3,2,3,2,3,3,3,3,3,3,3,4,4,3,2,3,2,3,3,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,3,3,3,2,3,3,4,4,2,3,2,3,3,4,3,2,4,2,4,2,3,4,2,3,3,3,3,3,4,2,3,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,3,4,3,3,3,3,2,4,3,3,3,5,5,5,4,5,4,5,4,3,4,4,4,4,3,4,3,4,3,4,32,37,47,51,49,70,43,58,55,64,57,36
30,0,US,White,2,4,NY,2,3,4,4,5,2,3,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,3,2,4,4,3,4,2,4,3,4,3,1,4,4,3,4,2,4,4,4,4,2,4,4,4,5,2,4,4,4,4,2,4,4,3,4,2,4,4,3,3,3,4,3,4,4,2,4,4,4,4,2,4,3,4,4,2,3,3,4,4,2,4,4,4,4,2,4,3,3,4,1,2,1,1,1,4,4,5,5,6,5,6,7,7,6,6,1,1,1,2,80,100,100,90,94,100,100,100,89,77,100,100
29,0,US,Other,4,4,NC,4,2,3,3,4,3,4,3,3,5,1,2,5,3,5,4,5,3,4,5,1,2,5,2,4,3,5,3,3,5,3,3,3,2,4,3,4,3,4,5,4,2,5,2,5,3,4,2,5,5,4,2,5,2,5,4,4,3,3,5,1,3,4,5,3,4,2,2,3,5,3,2,4,3,3,3,4,3,4,5,4,3,4,4,4,4,2,3,3,5,2,3,5,3,3,5,2,3,3,4,4,4,3,4,7,4,4,7,4,3,4,6,7,5,4,6,3,1,1,7,0,87,64,0,34,100,51,6,51,32,82,55
28,0,US,White,6,6,AZ,1,5,5,5,5,1,5,4,5,5,1,5,5,4,5,1,5,4,3,4,1,5,5,3,5,1,3,4,5,4,1,5,5,3,4,1,5,5,5,4,1,5,5,4,4,1,4,2,5,5,1,5,5,4,5,1,5,3,5,5,1,5,5,5,5,1,5,2,4,5,1,5,4,5,5,5,5,2,3,3,1,5,5,5,4,1,5,5,5,3,1,5,5,5,5,1,5,3,3,4,5,5,5,4,5,4,5,5,3,3,5,6,6,4,4,6,3,2,1,5,92,68,95,80,77,100,100,94,100,66,100,100
30,0,US,Black,8,5,TX,4,5,4,4,4,1,5,5,4,5,2,4,4,5,5,1,2,4,4,4,1,5,5,1,4,1,5,4,5,5,1,5,5,4,5,1,4,5,4,2,2,4,4,4,5,1,4,2,3,5,1,4,5,4,5,2,4,4,5,2,1,5,4,5,4,1,5,5,4,4,2,4,5,5,5,5,5,2,4,4,4,4,5,4,4,1,5,5,5,4,2,4,5,4,5,2,5,5,4,4,6,6,6,6,5,6,5,5,6,7,6,2,2,2,2,5,5,5,2,6,2,93,91,78,17,14,68,45,94,79,97,97
54,1,US,White,6,3,SC,4,4,5,4,4,1,4,5,4,5,2,4,5,2,5,2,5,4,3,5,1,5,5,4,4,1,4,5,3,5,1,5,5,4,5,2,5,5,3,4,1,4,5,3,5,1,4,4,5,5,4,5,5,3,5,1,4,4,2,4,1,5,3,5,5,1,5,4,3,5,2,5,3,5,5,2,5,5,4,4,1,5,4,4,4,1,5,4,4,4,1,5,4,4,5,2,5,4,2,5,6,7,6,7,7,4,4,4,3,4,5,2,2,3,4,4,6,4,6,5,7,24,58,47,0,50,60,52,51,61,60,50
43,1,US,White,4,5,CT,2,4,5,4,5,2,4,3,3,5,2,3,3,3,5,2,4,4,4,3,3,5,5,4,5,2,4,4,4,4,2,3,4,4,5,1,3,3,4,2,2,4,4,5,4,2,3,3,3,3,2,4,5,3,5,1,4,3,3,4,1,5,5,5,5,2,5,4,4,4,2,4,3,5,5,2,5,3,4,2,1,5,3,5,5,1,5,4,4,4,3,5,4,5,4,1,3,3,4,4,4,6,3,4,2,4,4,5,5,3,5,3,5,5,4,4,3,2,3,4,13,73,81,6,58,47,31,16,69,47,76,57
32,0,US,White,6,5,VA,2,1,4,1,4,2,5,2,4,5,4,2,2,1,1,2,1,4,1,3,1,5,2,2,4,2,4,4,1,2,2,2,5,2,1,2,5,4,1,5,4,4,5,1,2,4,4,2,2,2,5,1,4,2,1,2,5,5,4,1,4,5,5,4,5,5,5,1,2,2,5,4,1,4,1,1,4,5,2,1,5,4,1,3,4,1,3,4,5,2,1,4,4,2,4,2,2,5,1,4,2,7,6,5,6,5,7,2,5,2,6,6,3,5,2,3,5,3,6,5,78,13,69,90,95,20,77,73,81,62,85,91
42,0,US,White,6,5,NY,3,4,4,3,5,2,3,3,4,5,4,4,2,1,5,2,2,3,5,4,3,4,5,1,5,1,4,3,5,5,1,4,5,1,5,2,5,3,4,4,3,5,5,3,5,1,4,1,5,3,1,4,5,3,5,1,4,4,4,5,1,4,5,3,5,1,4,1,4,4,2,5,4,4,5,3,5,1,5,4,1,5,2,4,5,2,5,4,4,4,1,5,5,2,4,1,5,4,5,4,7,7,6,7,7,4,1,1,5,7,1,1,4,4,4,1,7,3,7,7,30,20,0,0,0,0,0,15,50,0,25,40
25,1,US,White,4,5,NC,4,5,4,2,4,2,4,4,4,4,4,4,4,2,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,2,4,5,4,2,4,2,4,4,2,2,2,5,4,4,4,2,4,4,4,4,4,5,4,4,4,2,4,4,2,4,2,4,4,4,4,2,5,4,4,4,4,4,2,4,4,2,5,4,4,4,2,5,4,4,4,4,5,4,2,2,4,4,4,4,4,4,4,4,2,4,5,6,5,5,5,3,4,5,5,2,5,5,5,5,5,6,4,3,5,5,66,52,75,100,30,57,100,79,57,64,74,59
27,0,US,White,6,3,SC,2,1,3,4,1,4,3,2,5,5,5,2,3,4,1,2,4,3,5,2,1,1,1,2,1,4,4,5,1,2,4,5,4,4,1,3,3,3,4,5,5,4,5,4,3,4,5,2,2,5,2,5,5,5,1,2,4,5,4,1,1,4,2,5,4,2,2,2,1,5,4,4,1,5,5,3,2,5,2,3,3,3,5,4,1,4,3,1,5,1,4,1,5,2,1,5,5,1,1,3,5,6,6,6,6,2,2,6,5,5,2,5,2,1,6,5,6,6,7,6,41,72,85,74,61,42,74,35,65,72,34,68
38,1,US,White,8,3,FL,4,4,4,3,5,1,5,1,3,5,3,4,2,5,5,2,4,4,4,5,2,4,2,5,5,2,4,2,4,4,4,5,2,5,5,2,4,5,2,5,2,4,5,5,4,1,4,2,3,4,5,5,3,5,5,1,5,4,2,5,2,4,4,4,5,2,5,4,3,4,4,5,5,5,4,4,5,4,2,5,4,5,2,4,4,4,5,5,3,5,3,4,1,5,3,1,1,5,4,5,7,7,7,6,7,2,3,5,4,1,2,5,5,5,7,5,6,6,7,7,1,51,26,0,0,13,0,0,78,17,18,12
36,0,US,Other,2,3,KY,1,3,5,2,3,2,3,4,2,4,1,2,4,1,4,4,5,3,3,4,1,4,4,1,3,1,4,3,4,3,1,4,4,1,3,1,4,4,2,4,1,3,5,1,3,1,4,2,3,1,4,4,4,1,3,2,4,2,1,4,1,4,3,1,4,1,4,2,3,4,1,3,1,3,4,3,5,4,3,5,1,4,3,2,4,1,2,2,2,4,2,3,4,2,4,1,2,3,3,3,2,6,7,6,6,3,4,2,2,1,3,4,4,4,7,4,6,7,7,7,100,90,0,0,50,80,50,50,70,20,50,50
25,0,US,White,6,3,NY,4,5,5,4,5,2,5,4,5,5,1,5,5,5,5,1,5,5,5,1,1,4,2,4,5,5,2,5,5,5,1,5,5,1,5,4,5,5,4,3,4,4,5,5,5,3,5,1,5,3,3,4,4,2,4,5,3,5,5,3,1,4,5,4,4,2,5,4,1,4,1,5,5,5,5,1,5,3,4,5,2,5,4,5,5,1,4,5,5,2,3,4,5,5,4,3,2,1,5,4,5,4,3,1,5,7,2,2,4,3,2,2,2,1,4,6,4,2,4,1,21,86,70,69,29,67,80,89,39,73,70,91
28,1,US,White,6,5,NY,2,2,5,3,4,3,4,3,4,3,2,4,2,2,1,2,3,3,3,5,3,5,3,2,3,5,3,4,2,4,3,1,2,3,4,2,2,3,4,4,3,5,4,3,2,4,5,2,2,1,3,2,2,2,2,3,2,3,4,3,4,2,4,3,4,4,2,2,4,4,2,5,4,5,4,2,2,2,2,2,4,3,2,4,3,3,3,3,4,1,4,3,1,3,3,4,2,3,1,4,6,5,6,6,4,4,5,5,5,3,5,5,5,4,6,5,6,4,3,5,65,73,76,71,24,77,73,76,78,75,79,80
57,1,US,White,2,2,GA,3,3,4,3,3,3,3,3,3,4,2,3,4,3,4,3,4,3,4,4,2,3,4,3,4,3,3,3,3,4,2,3,4,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,2,3,3,4,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,2,3,3,4,3,3,3,3,4,4,2,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,4,4,44,47,44,55,40,54,53,56,53,53,52,44
31,0,US,White,5,2,NC,2,5,4,4,4,1,4,4,2,5,4,4,4,4,4,1,4,4,3,5,2,4,4,4,4,2,5,4,4,5,2,5,4,2,4,2,5,4,3,4,2,5,4,4,4,2,5,2,3,4,2,5,4,4,4,2,5,4,2,4,2,4,4,4,4,2,5,2,2,4,4,5,4,2,4,2,5,4,2,4,2,4,4,4,4,2,3,4,2,4,2,4,4,2,4,1,2,4,2,3,4,7,7,5,7,5,4,1,4,1,4,3,4,3,6,3,5,4,5,7,50,55,27,75,48,24,56,66,53,54,82,50
27,0,US,White,6,4,MA,5,3,5,4,2,4,4,3,3,5,5,4,3,1,1,4,5,2,3,4,1,4,1,4,5,4,1,4,4,4,2,2,1,4,3,4,4,3,2,2,3,4,1,5,1,5,4,1,5,2,2,4,1,3,1,3,1,2,5,1,5,3,4,2,3,1,4,4,5,4,4,3,1,2,3,4,5,3,1,2,1,5,3,2,2,5,5,4,5,2,4,1,1,3,3,3,5,5,5,5,6,1,4,7,5,7,3,2,6,7,2,3,4,5,6,5,2,2,4,4,17,55,57,43,43,36,45,60,53,66,53,63
40,0,US,White,2,1,VA,3,4,3,2,3,2,3,2,2,5,3,5,3,2,4,4,5,4,2,5,2,4,4,2,4,2,4,2,2,4,3,5,3,2,4,2,4,4,1,5,3,4,3,1,5,2,4,3,3,4,4,5,4,3,5,2,4,3,3,5,2,4,3,3,3,2,5,4,2,5,5,4,1,4,3,3,5,4,2,5,3,5,3,4,4,1,5,3,2,4,3,3,3,4,4,3,3,4,1,5,4,4,5,4,7,3,3,3,4,1,4,6,7,4,7,4,3,1,4,4,31,50,41,82,14,76,60,50,50,23,69,45
28,0,US,Hispanic,6,6,TX,3,2,3,4,3,4,4,2,4,3,4,3,2,3,2,3,3,4,3,4,2,3,2,2,4,4,3,4,2,5,4,3,2,3,5,2,2,4,4,5,1,5,4,3,1,3,4,3,2,2,3,3,3,2,2,3,4,3,3,2,4,2,3,3,3,4,3,3,4,3,3,3,5,4,3,2,2,2,3,4,4,4,3,4,3,4,2,3,4,3,4,4,3,5,4,4,2,5,3,4,6,6,6,6,5,5,5,5,5,2,6,6,5,3,5,6,5,4,4,5,15,70,70,93,10,85,100,70,85,90,85,81
30,1,US,White,3,3,NY,2,5,5,4,4,1,4,5,4,4,4,4,4,5,5,5,2,4,3,5,2,5,4,4,4,1,4,5,5,4,2,5,5,2,4,2,2,4,3,4,5,4,4,4,5,2,5,4,4,5,1,4,2,5,5,5,1,4,4,4,1,5,4,3,4,2,5,4,4,4,2,1,4,4,3,1,5,3,4,4,2,5,5,4,4,1,4,4,5,5,2,4,5,5,4,1,4,1,2,4,5,5,2,5,4,5,5,5,5,5,4,5,4,4,3,4,5,5,3,4,28,74,54,57,43,53,58,55,83,73,61,65
41,1,US,White,4,4,NC,1,4,4,2,5,1,3,4,4,4,2,5,4,1,5,2,4,3,2,5,2,5,4,1,5,2,4,4,4,4,2,4,5,1,4,2,5,2,4,4,1,5,4,1,5,2,5,2,4,5,4,4,5,4,5,1,4,2,4,5,1,5,4,5,4,1,5,2,4,4,5,4,4,5,5,1,4,2,3,4,2,5,4,4,5,2,5,4,4,4,2,5,4,4,4,1,4,4,2,4,6,6,5,5,6,3,4,3,5,3,5,3,6,3,4,5,3,2,5,5,6,74,83,14,31,55,50,29,52,52,84,77
57,1,US,White,8,6,WA,5,5,3,2,3,1,4,5,1,5,5,1,4,2,4,5,5,4,2,4,1,4,2,2,2,4,5,2,2,5,4,5,4,1,2,2,5,5,3,2,5,5,4,5,5,4,5,2,2,2,5,5,5,3,2,2,5,2,4,5,5,4,1,2,3,4,4,2,1,4,5,3,3,4,2,5,5,5,1,5,4,5,1,3,2,5,5,4,1,5,5,4,2,4,4,3,5,2,1,4,6,7,6,7,7,7,7,2,6,3,6,4,4,2,5,5,4,6,6,7,67,85,70,93,15,6,77,85,42,93,91,60
36,1,US,White,6,4,CA,2,3,5,5,4,5,4,2,5,5,4,4,3,1,1,2,2,4,4,5,1,4,2,3,4,5,3,3,2,5,4,3,2,3,5,2,2,5,3,4,2,3,4,5,2,4,5,1,2,3,3,2,2,3,2,1,4,5,5,3,4,3,5,3,4,3,3,2,4,5,3,4,4,4,5,3,3,3,2,2,4,3,3,5,1,3,2,4,4,2,4,5,2,5,4,4,2,4,2,3,6,5,7,7,7,6,5,4,6,4,5,6,5,2,6,6,5,6,4,6,20,90,95,90,10,85,90,85,80,80,85,80
28,0,US,Hispanic,6,6,LA,4,4,4,5,5,2,5,2,5,5,5,5,4,1,2,4,1,3,5,5,1,5,1,2,5,2,5,2,1,5,3,4,1,1,5,2,1,4,4,4,2,5,5,5,2,5,4,5,3,4,2,1,4,2,3,3,4,5,5,2,2,2,5,4,4,4,5,4,5,5,2,4,4,4,5,4,2,3,1,4,4,5,4,5,3,2,1,5,4,3,3,4,4,5,5,5,2,4,4,4,7,7,7,7,6,5,6,5,6,2,6,5,6,2,7,5,6,5,5,5,10,95,100,80,0,40,70,80,90,95,95,80
64,1,US,White,5,6,TX,1,4,4,2,3,2,4,4,2,4,2,4,5,2,1,3,5,4,2,4,2,4,4,2,4,2,5,5,2,3,2,5,3,2,1,2,5,4,2,2,2,4,4,2,1,3,4,3,3,1,3,5,4,3,2,2,4,3,2,4,1,4,4,4,4,2,5,3,2,5,3,4,3,3,4,2,5,4,3,4,2,4,4,2,4,2,5,3,2,2,2,5,4,4,3,3,4,3,2,3,1,2,2,3,2,6,4,6,7,4,4,4,7,7,3,6,1,1,2,4,100,100,100,82,75,51,100,100,100,75,100,91
22,0,US,Black,6,2,FL,3,3,4,4,4,2,4,3,4,4,3,4,5,4,3,3,3,4,3,3,2,3,4,3,3,2,4,5,3,4,2,4,4,2,3,2,3,3,3,3,5,4,4,4,3,3,3,3,3,4,3,3,4,3,4,2,3,4,4,3,2,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,3,2,3,4,3,4,5,4,4,6,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,90,51,78,85,17,45,85,75,55,83,92,85
26,1,US,White,6,5,SC,3,5,2,5,2,4,1,1,3,1,2,3,2,4,4,5,2,4,4,2,3,2,4,3,1,2,2,2,4,2,3,3,4,4,3,2,5,5,4,2,5,4,2,2,3,3,3,4,3,5,3,4,5,5,4,2,5,3,2,5,2,4,2,2,4,2,5,2,4,2,1,5,2,5,2,5,2,3,4,2,2,4,4,4,4,4,4,2,2,4,3,1,4,5,4,1,3,2,2,2,6,5,5,5,5,3,5,6,2,1,7,1,7,3,3,2,2,6,3,7,20,38,28,38,33,25,36,38,38,65,12,33
29,1,US,White,6,5,NY,2,3,4,4,4,2,4,2,4,4,3,4,3,3,3,4,2,4,4,4,2,3,3,2,4,2,2,3,3,4,3,3,3,2,4,2,3,4,4,4,3,4,4,4,3,3,3,3,3,2,3,2,3,3,3,3,3,4,4,2,2,4,4,3,4,4,4,2,3,4,3,4,4,4,4,3,3,4,3,2,4,4,3,3,3,3,2,4,3,3,2,4,4,3,4,3,2,3,2,4,6,5,5,6,6,6,5,6,6,3,5,5,6,2,6,6,6,5,2,5,45,61,63,62,27,55,54,58,75,67,63,82
26,1,US,White,5,4,NY,3,2,5,4,3,4,3,1,4,3,5,3,2,3,3,3,2,4,3,3,3,3,2,3,4,4,4,3,3,3,5,2,3,3,3,2,3,4,4,3,2,5,2,5,2,5,4,2,2,3,4,2,2,2,3,2,4,3,3,1,3,2,4,1,3,5,3,3,4,3,2,3,4,4,4,2,2,3,2,3,3,3,2,5,3,5,3,4,4,2,5,3,2,4,3,3,2,3,1,4,4,5,5,5,6,4,5,5,4,4,6,5,4,4,4,4,6,6,3,4,35,60,71,77,27,73,62,75,79,58,59,58
28,1,US,White,6,4,NY,2,4,5,4,4,4,5,2,4,5,4,3,4,2,2,4,3,3,5,4,2,4,3,2,5,3,4,3,4,3,2,1,3,3,5,2,3,4,4,3,4,3,4,5,2,3,3,3,3,3,3,1,2,2,3,4,3,4,3,2,3,2,5,4,3,4,2,1,4,4,2,5,4,4,4,4,3,1,3,2,4,4,2,5,3,4,4,3,3,3,4,3,4,4,4,4,2,2,3,3,6,5,6,3,4,3,6,5,4,3,5,4,3,4,6,5,4,3,3,4,36,65,38,39,74,34,27,65,70,78,60,65
31,1,US,White,5,4,TX,5,5,4,3,5,2,1,3,3,5,5,1,5,1,5,5,5,3,5,5,3,5,4,1,5,4,1,3,5,5,1,5,2,1,5,2,5,3,5,5,5,5,3,3,5,4,4,1,5,5,5,3,5,3,5,5,5,4,1,5,3,3,3,5,5,5,5,1,5,5,3,5,1,5,5,3,5,3,3,4,4,5,3,3,5,4,5,1,5,5,5,5,2,5,5,1,4,5,5,5,7,7,7,7,7,1,1,1,1,1,5,1,1,1,7,3,2,2,4,7,100,51,51,0,31,34,0,0,67,66,0,0
49,1,US,Other,6,5,CA,2,5,5,5,5,1,5,5,4,5,2,5,5,5,3,2,2,5,3,4,1,5,5,4,4,1,5,5,5,4,1,5,5,2,5,1,5,5,4,5,2,5,5,5,1,1,4,3,2,2,2,5,5,5,2,1,4,4,4,4,1,5,4,5,3,1,5,4,4,4,1,4,5,4,4,1,5,2,2,1,2,5,5,4,2,1,2,5,4,4,3,4,4,4,4,3,3,5,1,5,6,7,6,6,7,6,5,6,5,4,7,1,4,1,3,3,4,6,5,4,80,41,59,85,25,0,92,93,59,83,100,75
